,Unnamed: 0.1,Unnamed: 0,Nom_Produit,Catégorie,Sous-Catégorie,Coût unitaire,Prix unitaire,Client,Ville,N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité,annee,trimestre,mois,chiffre d'affaire,cout total,marge,latitude,longitude,delai
213,213,213,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Ei ,LE MANS,CDE - 0007071,2019-08-30,2019-09-13,9,Export,1,8,2019,Trim3,août,18437.135464231364,11533.842167427722,6903.293296803642,48.0073849,0.1967849,14
214,214,214,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Ei ,LE MANS,CDE - 0001180,2019-09-29,2019-10-16,9,Export,1,5,2019,Trim3,septembre,11523.209665144605,7208.651354642326,4314.558310502279,48.0073849,0.1967849,17
215,215,215,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Ei ,LE MANS,CDE - 0005048,2019-10-02,2019-10-19,9,Grossiste,1,12,2019,Trim4,octobre,27655.703196347044,17300.763251141583,10354.93994520546,48.0073849,0.1967849,17
216,216,216,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Ei ,LE MANS,CDE - 0007803,2019-10-21,2019-11-06,9,Grossiste,1,12,2019,Trim4,octobre,27655.703196347044,17300.763251141583,10354.93994520546,48.0073849,0.1967849,16
217,217,217,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0007677,2017-02-14,2017-03-04,10,Grossiste,1,11,2017,Trim1,février,25351.061263318126,15859.032980213116,9492.02828310501,45.9366592,-0.9616399,18
218,218,218,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0006602,2017-05-11,2017-05-16,10,Grossiste,1,8,2017,Trim2,mai,18437.135464231364,11533.842167427722,6903.293296803642,45.9366592,-0.9616399,5
219,219,219,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0005216,2017-05-23,2017-06-08,10,Grossiste,1,6,2017,Trim2,mai,13827.851598173522,8650.381625570792,5177.46997260273,45.9366592,-0.9616399,16
220,220,220,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0004817,2017-06-29,2017-07-04,10,Export,1,10,2017,Trim2,juin,23046.419330289205,14417.302709284651,8629.116621004554,45.9366592,-0.9616399,5
221,221,221,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0006896,2017-07-01,2017-07-17,10,Détaillant,1,5,2017,Trim3,juillet,11523.209665144605,7208.651354642326,4314.558310502279,45.9366592,-0.9616399,16
222,222,222,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0006880,2017-07-28,2017-08-09,10,Grossiste,1,10,2017,Trim3,juillet,23046.419330289205,14417.302709284651,8629.116621004554,45.9366592,-0.9616399,12
223,223,223,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0002482,2017-12-05,2017-12-12,10,Détaillant,1,10,2017,Trim4,décembre,23046.419330289205,14417.302709284651,8629.116621004554,45.9366592,-0.9616399,7
224,224,224,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 000567,2018-03-06,2018-03-20,10,Détaillant,1,8,2018,Trim1,mars,18437.135464231364,11533.842167427722,6903.293296803642,45.9366592,-0.9616399,14
225,225,225,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0004205,2018-03-17,2018-03-30,10,Grossiste,1,11,2018,Trim1,mars,25351.061263318126,15859.032980213116,9492.02828310501,45.9366592,-0.9616399,13
226,226,226,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 000460,2018-03-18,2018-03-21,10,Grossiste,1,5,2018,Trim1,mars,11523.209665144605,7208.651354642326,4314.558310502279,45.9366592,-0.9616399,3
227,227,227,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0004454,2018-03-28,2018-04-07,10,Détaillant,1,8,2018,Trim1,mars,18437.135464231364,11533.842167427722,6903.293296803642,45.9366592,-0.9616399,10
228,228,228,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0002687,2018-04-11,2018-04-16,10,Export,1,6,2018,Trim2,avril,13827.851598173522,8650.381625570792,5177.46997260273,45.9366592,-0.9616399,5
229,229,229,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0005817,2018-07-19,2018-07-24,10,Grossiste,1,12,2018,Trim3,juillet,27655.703196347044,17300.763251141583,10354.93994520546,45.9366592,-0.9616399,5
230,230,230,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0003814,2018-08-22,2018-08-28,10,Détaillant,1,6,2018,Trim3,août,13827.851598173522,8650.381625570792,5177.46997260273,45.9366592,-0.9616399,6
231,231,231,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0001655,2018-09-14,2018-09-23,10,Détaillant,1,10,2018,Trim3,septembre,23046.419330289205,14417.302709284651,8629.116621004554,45.9366592,-0.9616399,9
232,232,232,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0005968,2018-10-10,2018-10-16,10,Grossiste,1,9,2018,Trim4,octobre,20741.777397260284,12975.572438356186,7766.204958904098,45.9366592,-0.9616399,6
233,233,233,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0006929,2018-12-02,2018-12-05,10,Grossiste,1,11,2018,Trim4,décembre,25351.061263318126,15859.032980213116,9492.02828310501,45.9366592,-0.9616399,3
234,234,234,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0007513,2019-03-03,2019-03-12,10,Détaillant,1,7,2019,Trim1,mars,16132.493531202445,10092.111896499257,6040.381634703188,45.9366592,-0.9616399,9
235,235,235,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0002686,2019-03-15,2019-03-24,10,Détaillant,1,11,2019,Trim1,mars,25351.061263318126,15859.032980213116,9492.02828310501,45.9366592,-0.9616399,9
236,236,236,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 000641,2019-03-28,2019-04-14,10,Grossiste,1,5,2019,Trim1,mars,11523.209665144605,7208.651354642326,4314.558310502279,45.9366592,-0.9616399,17
237,237,237,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 000634,2019-04-09,2019-04-15,10,Grossiste,1,5,2019,Trim2,avril,11523.209665144605,7208.651354642326,4314.558310502279,45.9366592,-0.9616399,6
238,238,238,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0003911,2019-04-20,2019-05-05,10,Grossiste,1,6,2019,Trim2,avril,13827.851598173522,8650.381625570792,5177.46997260273,45.9366592,-0.9616399,15
239,239,239,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0005845,2019-04-24,2019-05-05,10,Grossiste,1,11,2019,Trim2,avril,25351.061263318126,15859.032980213116,9492.02828310501,45.9366592,-0.9616399,11
240,240,240,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0005407,2019-05-20,2019-05-25,10,Grossiste,1,6,2019,Trim2,mai,13827.851598173522,8650.381625570792,5177.46997260273,45.9366592,-0.9616399,5
241,241,241,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0002035,2019-06-28,2019-07-12,10,Détaillant,1,11,2019,Trim2,juin,25351.061263318126,15859.032980213116,9492.02828310501,45.9366592,-0.9616399,14
242,242,242,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0004794,2019-07-14,2019-07-20,10,Grossiste,1,9,2019,Trim3,juillet,20741.777397260284,12975.572438356186,7766.204958904098,45.9366592,-0.9616399,6
243,243,243,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 000324,2019-08-01,2019-08-18,10,Grossiste,1,10,2019,Trim3,août,23046.419330289205,14417.302709284651,8629.116621004554,45.9366592,-0.9616399,17
244,244,244,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,21st SARL,ROCHEFORT,CDE - 0003032,2019-11-13,2019-11-17,10,Grossiste,1,12,2019,Trim4,novembre,27655.703196347044,17300.763251141583,10354.93994520546,45.9366592,-0.9616399,4
245,245,245,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0007067,2017-02-02,2017-02-14,11,Grossiste,1,11,2017,Trim1,février,25351.061263318126,15859.032980213116,9492.02828310501,46.3239233,-0.4646064,12
246,246,246,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0004793,2017-02-26,2017-03-02,11,Détaillant,1,12,2017,Trim1,février,27655.703196347044,17300.763251141583,10354.93994520546,46.3239233,-0.4646064,4
247,247,247,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0004990,2017-03-15,2017-03-24,11,Détaillant,1,8,2017,Trim1,mars,18437.135464231364,11533.842167427722,6903.293296803642,46.3239233,-0.4646064,9
248,248,248,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0004282,2017-05-20,2017-05-31,11,Grossiste,1,11,2017,Trim2,mai,25351.061263318126,15859.032980213116,9492.02828310501,46.3239233,-0.4646064,11
249,249,249,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0005472,2017-06-25,2017-07-05,11,Grossiste,1,6,2017,Trim2,juin,13827.851598173522,8650.381625570792,5177.46997260273,46.3239233,-0.4646064,10
250,250,250,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0001608,2017-08-09,2017-08-18,11,Détaillant,1,12,2017,Trim3,août,27655.703196347044,17300.763251141583,10354.93994520546,46.3239233,-0.4646064,9
251,251,251,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0001634,2017-08-16,2017-08-27,11,Grossiste,1,9,2017,Trim3,août,20741.777397260284,12975.572438356186,7766.204958904098,46.3239233,-0.4646064,11
252,252,252,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0002794,2017-11-10,2017-11-18,11,Détaillant,1,9,2017,Trim4,novembre,20741.777397260284,12975.572438356186,7766.204958904098,46.3239233,-0.4646064,8
253,253,253,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 000500,2018-02-16,2018-03-06,11,Grossiste,1,9,2018,Trim1,février,20741.777397260284,12975.572438356186,7766.204958904098,46.3239233,-0.4646064,18
254,254,254,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0001141,2018-03-04,2018-03-09,11,Grossiste,1,9,2018,Trim1,mars,20741.777397260284,12975.572438356186,7766.204958904098,46.3239233,-0.4646064,5
255,255,255,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0002802,2018-04-07,2018-04-19,11,Détaillant,1,7,2018,Trim2,avril,16132.493531202445,10092.111896499257,6040.381634703188,46.3239233,-0.4646064,12
256,256,256,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0001196,2018-04-14,2018-04-20,11,Export,1,11,2018,Trim2,avril,25351.061263318126,15859.032980213116,9492.02828310501,46.3239233,-0.4646064,6
257,257,257,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0005934,2018-04-14,2018-04-25,11,Détaillant,1,10,2018,Trim2,avril,23046.419330289205,14417.302709284651,8629.116621004554,46.3239233,-0.4646064,11
258,258,258,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0001078,2018-05-14,2018-05-25,11,Détaillant,1,11,2018,Trim2,mai,25351.061263318126,15859.032980213116,9492.02828310501,46.3239233,-0.4646064,11
259,259,259,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0004923,2018-06-08,2018-06-25,11,Grossiste,1,8,2018,Trim2,juin,18437.135464231364,11533.842167427722,6903.293296803642,46.3239233,-0.4646064,17
260,260,260,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0002103,2018-11-08,2018-11-25,11,Grossiste,1,7,2018,Trim4,novembre,16132.493531202445,10092.111896499257,6040.381634703188,46.3239233,-0.4646064,17
261,261,261,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 000491,2018-12-03,2018-12-16,11,Grossiste,1,11,2018,Trim4,décembre,25351.061263318126,15859.032980213116,9492.02828310501,46.3239233,-0.4646064,13
262,262,262,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0007318,2018-12-06,2018-12-10,11,Grossiste,1,6,2018,Trim4,décembre,13827.851598173522,8650.381625570792,5177.46997260273,46.3239233,-0.4646064,4
263,263,263,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0002648,2018-12-20,2018-12-30,11,Grossiste,1,11,2018,Trim4,décembre,25351.061263318126,15859.032980213116,9492.02828310501,46.3239233,-0.4646064,10
264,264,264,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 000297,2018-12-25,2018-12-30,11,Grossiste,1,10,2018,Trim4,décembre,23046.419330289205,14417.302709284651,8629.116621004554,46.3239233,-0.4646064,5
265,265,265,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0005660,2019-01-20,2019-02-07,11,Grossiste,1,5,2019,Trim1,janvier,11523.209665144605,7208.651354642326,4314.558310502279,46.3239233,-0.4646064,18
266,266,266,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0002739,2019-06-15,2019-07-01,11,Détaillant,1,12,2019,Trim2,juin,27655.703196347044,17300.763251141583,10354.93994520546,46.3239233,-0.4646064,16
267,267,267,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0005060,2019-06-19,2019-06-26,11,Grossiste,1,5,2019,Trim2,juin,11523.209665144605,7208.651354642326,4314.558310502279,46.3239233,-0.4646064,7
268,268,268,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0005684,2019-09-02,2019-09-20,11,Détaillant,1,10,2019,Trim3,septembre,23046.419330289205,14417.302709284651,8629.116621004554,46.3239233,-0.4646064,18
269,269,269,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 000658,2019-10-24,2019-10-27,11,Export,1,5,2019,Trim4,octobre,11523.209665144605,7208.651354642326,4314.558310502279,46.3239233,-0.4646064,3
270,270,270,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 0002734,2019-10-29,2019-11-13,11,Grossiste,1,5,2019,Trim4,octobre,11523.209665144605,7208.651354642326,4314.558310502279,46.3239233,-0.4646064,15
271,271,271,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Apollo SARL,NIORT,CDE - 000780,2019-11-12,2019-11-15,11,Export,1,5,2019,Trim4,novembre,11523.209665144605,7208.651354642326,4314.558310502279,46.3239233,-0.4646064,3
272,272,272,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0002182,2017-03-04,2017-03-13,12,Détaillant,1,6,2017,Trim1,mars,13827.851598173522,8650.381625570792,5177.46997260273,47.2186371,-1.5541362,9
273,273,273,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005080,2017-03-16,2017-03-22,12,Grossiste,1,9,2017,Trim1,mars,20741.777397260284,12975.572438356186,7766.204958904098,47.2186371,-1.5541362,6
274,274,274,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0006489,2017-04-17,2017-05-01,12,Grossiste,1,12,2017,Trim2,avril,27655.703196347044,17300.763251141583,10354.93994520546,47.2186371,-1.5541362,14
275,275,275,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005545,2017-07-03,2017-07-07,12,Grossiste,1,8,2017,Trim3,juillet,18437.135464231364,11533.842167427722,6903.293296803642,47.2186371,-1.5541362,4
276,276,276,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0007116,2017-07-06,2017-07-15,12,Grossiste,1,12,2017,Trim3,juillet,27655.703196347044,17300.763251141583,10354.93994520546,47.2186371,-1.5541362,9
277,277,277,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005883,2017-07-07,2017-07-12,12,Grossiste,1,11,2017,Trim3,juillet,25351.061263318126,15859.032980213116,9492.02828310501,47.2186371,-1.5541362,5
278,278,278,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0002643,2017-08-15,2017-08-18,12,Grossiste,1,11,2017,Trim3,août,25351.061263318126,15859.032980213116,9492.02828310501,47.2186371,-1.5541362,3
279,279,279,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005099,2017-09-18,2017-10-05,12,Grossiste,1,5,2017,Trim3,septembre,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,17
280,280,280,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0001069,2017-10-23,2017-10-30,12,Grossiste,1,12,2017,Trim4,octobre,27655.703196347044,17300.763251141583,10354.93994520546,47.2186371,-1.5541362,7
281,281,281,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0002653,2017-12-22,2017-12-27,12,Grossiste,1,5,2017,Trim4,décembre,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,5
282,282,282,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005034,2018-02-07,2018-02-16,12,Grossiste,1,7,2018,Trim1,février,16132.493531202445,10092.111896499257,6040.381634703188,47.2186371,-1.5541362,9
283,283,283,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0002963,2018-03-09,2018-03-18,12,Export,1,5,2018,Trim1,mars,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,9
284,284,284,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0006891,2018-03-23,2018-03-27,12,Grossiste,1,10,2018,Trim1,mars,23046.419330289205,14417.302709284651,8629.116621004554,47.2186371,-1.5541362,4
285,285,285,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005808,2018-04-28,2018-05-07,12,Export,1,5,2018,Trim2,avril,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,9
286,286,286,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0001857,2018-05-16,2018-05-21,12,Grossiste,1,5,2018,Trim2,mai,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,5
287,287,287,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0006811,2018-05-29,2018-06-06,12,Détaillant,1,8,2018,Trim2,mai,18437.135464231364,11533.842167427722,6903.293296803642,47.2186371,-1.5541362,8
288,288,288,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 000443,2018-07-11,2018-07-14,12,Détaillant,1,6,2018,Trim3,juillet,13827.851598173522,8650.381625570792,5177.46997260273,47.2186371,-1.5541362,3
289,289,289,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005283,2018-07-27,2018-08-01,12,Grossiste,1,5,2018,Trim3,juillet,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,5
290,290,290,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 000271,2018-09-26,2018-10-10,12,Grossiste,1,12,2018,Trim3,septembre,27655.703196347044,17300.763251141583,10354.93994520546,47.2186371,-1.5541362,14
291,291,291,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0004959,2018-10-17,2018-11-02,12,Détaillant,1,5,2018,Trim4,octobre,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,16
292,292,292,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 000977,2018-11-04,2018-11-13,12,Grossiste,1,12,2018,Trim4,novembre,27655.703196347044,17300.763251141583,10354.93994520546,47.2186371,-1.5541362,9
293,293,293,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0004204,2018-11-26,2018-11-30,12,Détaillant,1,12,2018,Trim4,novembre,27655.703196347044,17300.763251141583,10354.93994520546,47.2186371,-1.5541362,4
294,294,294,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0001220,2018-12-18,2018-12-25,12,Grossiste,1,7,2018,Trim4,décembre,16132.493531202445,10092.111896499257,6040.381634703188,47.2186371,-1.5541362,7
295,295,295,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0004599,2019-02-07,2019-02-11,12,Détaillant,1,10,2019,Trim1,février,23046.419330289205,14417.302709284651,8629.116621004554,47.2186371,-1.5541362,4
296,296,296,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0002724,2019-02-16,2019-02-21,12,Grossiste,1,5,2019,Trim1,février,11523.209665144605,7208.651354642326,4314.558310502279,47.2186371,-1.5541362,5
297,297,297,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0004311,2019-02-23,2019-03-02,12,Grossiste,1,7,2019,Trim1,février,16132.493531202445,10092.111896499257,6040.381634703188,47.2186371,-1.5541362,7
298,298,298,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0002391,2019-03-13,2019-03-26,12,Export,1,11,2019,Trim1,mars,25351.061263318126,15859.032980213116,9492.02828310501,47.2186371,-1.5541362,13
299,299,299,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005583,2019-03-16,2019-04-02,12,Grossiste,1,7,2019,Trim1,mars,16132.493531202445,10092.111896499257,6040.381634703188,47.2186371,-1.5541362,17
300,300,300,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0003544,2019-04-18,2019-05-03,12,Détaillant,1,11,2019,Trim2,avril,25351.061263318126,15859.032980213116,9492.02828310501,47.2186371,-1.5541362,15
301,301,301,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0006285,2019-05-07,2019-05-22,12,Export,1,6,2019,Trim2,mai,13827.851598173522,8650.381625570792,5177.46997260273,47.2186371,-1.5541362,15
302,302,302,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0008064,2019-07-26,2019-07-30,12,Grossiste,1,9,2019,Trim3,juillet,20741.777397260284,12975.572438356186,7766.204958904098,47.2186371,-1.5541362,4
303,303,303,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 000855,2019-08-04,2019-08-19,12,Détaillant,1,7,2019,Trim3,août,16132.493531202445,10092.111896499257,6040.381634703188,47.2186371,-1.5541362,15
304,304,304,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0005556,2019-08-19,2019-09-02,12,Détaillant,1,6,2019,Trim3,août,13827.851598173522,8650.381625570792,5177.46997260273,47.2186371,-1.5541362,14
305,305,305,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0001140,2019-11-15,2019-11-30,12,Grossiste,1,9,2019,Trim4,novembre,20741.777397260284,12975.572438356186,7766.204958904098,47.2186371,-1.5541362,15
306,306,306,Produit 1,Catégorie 2,Sous-catégorie 4,1441.7302709284652,2304.6419330289204,Medline ,NANTES,CDE - 0004986,2019-11-16,2019-11-20,12,Grossiste,1,6,2019,Trim4,novembre,13827.851598173522,8650.381625570792,5177.46997260273,47.2186371,-1.5541362,4
